birth,brand,code,explain,firm_import,firm_madein,image_link,made_in,material,material2,now_price,origin_price,product,star_score,target
2019-10-01,NONLOCAL,300794025,Handmade Hood Coat - Beige,NONLOCAL,NONLOCAL / KOREA,nan,KOREA,"Outsheel: Wool 50% ,Polyester :50%, Lining: Polyester 100%","Outsheel: Wool 50% ,Polyester :50%, Lining: Polyester 100%","188,550","419,000",COAT,0,WOMEN
2019-10-01,NOT YOUR ROSE,300761542,Bustier draped dress (White),낫유어로즈,낫유어로즈 / KOREA,nan,KOREA,Polyester100%,Polyester100%,"206,100","229,000",MINIS,0,WOMEN
2019-10-01,NOT YOUR ROSE,300761488,String bustier blouse (White),낫유어로즈,낫유어로즈 / KOREA,nan,KOREA,Polyester100%,Polyester100%,"142,200","158,000",BLOUSE,0,WOMEN
2018-11-01,NOT YOUR ROSE,300549111,Double button dress (Dark navy),낫유어로즈,낫유어로즈 / KOREA,nan,KOREA,Polyester,Polyester,"340,200","378,000",MINIS,0,WOMEN
2018-11-01,NOT YOUR ROSE,300549104,Chiffon frill blouse (Blue),낫유어로즈,낫유어로즈 / KOREA,nan,KOREA,Polyester,Polyester,"179,100","199,000",BLOUSE,0,WOMEN
2017-09-18,NOYCOMMON,300363333,PLANET SWEATSHIRT BL,NOYCOMMON,NOYCOMMON / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"50,150","59,000",LONG-SLEEVE TEE,0,WOMEN
2018-02-27,NOYCOMMON,300430038,YOUTH PLANET SWEATSHIRT NY,NOYCOMMON,NOYCOMMON / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"50,150","59,000",LONG-SLEEVE TEE,0,WOMEN
2015-10-08,NOYCOMMON,300181021,CLW HOODIE (BK),노이커먼,노이커먼 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"67,150","79,000",HOODIES,0,WOMEN
2017-03-05,NOYCOMMON,300302794,WIDE SLEEVES HOODIE_2color,NOYCOMMON,NOYCOMMON / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"67,150","79,000",HOODIES,0,WOMEN
2016-12-01,NOYCOMMON,300281384,OVER SWEATSHIRT BK,NOYCOMMON,NOYCOMMON / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"50,150","59,000",LONG-SLEEVE TEE,0,WOMEN
2018-11-01,NOT YOUR ROSE,300549110,Double button dress (White),낫유어로즈,낫유어로즈 / KOREA,nan,KOREA,Polyester,Polyester,"340,200","378,000",MINIS,0,WOMEN
2016-12-15,NOYB,300457567,OOOxXXX Sweatshirt,NOYB,NOYB / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"44,500","89,000",LONG-SLEEVE TEE,0,WOMEN
2016-10-31,NOYB,300272958,Cosmos Swimmer Sweatshirt,NOYB,NOYB / KOREA,nan,KOREA,COTTON100,COTTON100,"59,000","118,000",GRAPHIC TEE,0,WOMEN
2016-12-01,NOYB,300281485,Velvet Embroidery Dress,NOYB,NOYB / KOREA,nan,KOREA,POLY 100%,POLY 100%,"80,500","161,000",MAXIS,0,WOMEN
2016-12-01,NOYB,300281465,MA-1 Reversible Jumper,NOYB,NOYB / KOREA,nan,KOREA,P 100%,P 100%,"105,600","352,000",JUMPER,0,WOMEN
2019-09-01,NOUVMAREE,300809717,Goose Thin Down Hooded Jacket - CHARCOAL,누마레(NOUVMAREE),누마레(NOUVMAREE) / KOREA,nan,KOREA,"NYLON 56%, COTTON 44%","NYLON 56%, COTTON 44%","526,500","585,000",PADDING,0,MEN
2018-09-20,NOUVMAREE,300807709,Angela Wool Double Trench Coat Black,NOUVMAREE,NOUVMAREE / KOREA,nan,KOREA,WOOL 49%<br>POLYESTER 48%<br>POLYURETHANE 4%,WOOL 49%<br>POLYESTER 48%<br>POLYURETHANE 4%,"372,500","745,000",COAT,0,WOMEN
2018-10-08,Nueque,300632625,Leopard eco fur coat,Nueque,Nueque / KOREA,nan,KOREA,"acryl 80%, poly 20%","acryl 80%, poly 20%","342,300","489,000",COAT,0,WOMEN
2018-10-08,Nueque,300632634,Metal-cotton trench coat,Nueque,Nueque / KOREA,nan,KOREA,"cotton 88%, metal 12%","cotton 88%, metal 12%","447,300","639,000",COAT,0,MEN
2019-08-08,nuii,300756374,SEVEN BEANS DRESS_GREY,비프리빈,비프리빈 / KOREA,nan,KOREA,polyester 100%,polyester 100%,"124,600","178,000",MAXIS,0,WOMEN
2019-08-08,nuii,300756337,SEVEN BEANS DRESS_NAVY,비프리빈,비프리빈 / KOREA,nan,KOREA,polyester 100%,polyester 100%,"124,600","178,000",MAXIS,0,WOMEN
2019-10-07,nuii,300765732,VINTAGE BUTTON DRESS_2COLORS,비프리빈,비프리빈 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"96,600","138,000",MAXIS,0,WOMEN
2019-08-08,nuii,300756290,FIORE SHIRRING DRESS_2COLORS,비프리빈,비프리빈 / KOREA,nan,KOREA,polyester 100%,polyester 100%,"124,600","178,000",MAXIS,0,WOMEN
2019-06-01,NYMPHE,300683465,도로시 프릴 슬리브리스 맥시 2way,님페,님페 / KOREA,nan,KOREA,Polyester 95 Polyurethane 5,Polyester 95 Polyurethane 5,"103,200","129,000",MAXIS,0,WOMEN
2019-10-07,nuii,300765727,VINTAGE BUTTON DRESS_GREEN,비프리빈,비프리빈 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"96,600","138,000",MAXIS,0,WOMEN
2018-10-08,Nueque,300632631,Tuck wool pants (Black),Nueque,Nueque / KOREA,nan,KOREA,wool 100%,wool 100%,"195,300","279,000",SLACKS,0,MEN
2019-10-21,O!Oi,300779892,ANGORA HEART CARDIGAN_pink,OISTUDIO,OISTUDIO / KOREA,nan,KOREA,모 60% / 앙고라 20% / 나일론 20%,모 60% / 앙고라 20% / 나일론 20%,nan,"149,000",CARDIGAN,0,WOMEN
2019-06-01,NYMPHE,300692962,앨리스 레드 하트 미디 랩,님페,님페 / KOREA,nan,KOREA,Polyester 95 Polyurethane 5,Polyester 95 Polyurethane 5,nan,"79,000",MINIS,0,WOMEN
2019-09-06,O!Oi,300743373,BACK POINT VELVET ONEPIECE_black,(주)오아이스튜디오(Oi studio),(주)오아이스튜디오(Oi studio) / KOREA,nan,KOREA,POLYESTER 97 POLYURETHANE 3,POLYESTER 97 POLYURETHANE 3,"62,300","89,000",MINIS,0,WOMEN
2019-11-01,oaar,300826186,OVERFIT CHECK WOOL JACKET,오아르(oaar),오아르(oaar) / KOREA,nan,KOREA,WOOL20 POLYESTER75 SPAN5,WOOL20 POLYESTER75 SPAN5,"129,600","144,000",JACKET,0,WOMEN
2019-09-06,O!Oi,300743627,ROUND CURVE PUFF CARDIGAN_indi pink,(주)오아이스튜디오(Oi studio),(주)오아이스튜디오(Oi studio) / KOREA,nan,KOREA,ACRYLIC 100,ACRYLIC 100,"88,200","126,000",CARDIGAN,0,WOMEN
2019-11-01,oaar,300826176,SOFT POLA LABEL TEE BLACK,오아르(oaar),오아르(oaar) / KOREA,nan,KOREA,RAYON95 SPAN5,RAYON95 SPAN5,"29,700","33,000",LONG-SLEEVE TEE,0,WOMEN
2019-05-10,O.O.D,300671206,[SPECIAL PRICE] 레트로 보이핏 진 (라이트 블루),OOD,OOD / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"29,000","49,000",STRAIGHT,0,WOMEN
2019-05-10,O.O.D,300671188,오오디 걸즈 원피스 (블랙),OOD,OOD / KOREA,nan,KOREA,Cotton 95% / Span 5%,Cotton 95% / Span 5%,"44,100","49,000",MINIS,0,WOMEN
2017-05-15,O!Oi X DIAGONAL,300323967,FRILL CROP T-SHIRTS (black),DIAGONAL X OIOI,DIAGONAL X OIOI / KOREA,nan,KOREA,"MODAL94%, PU6%","MODAL94%, PU6%","41,300","59,000",SHORT-SLEEVE TEE,0,WOMEN
2019-05-10,O.O.D,300671189,셔링 무드 스트링 나시 원피스 (네온 옐로우),OOD,OOD / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"44,100","49,000",MAXIS,0,WOMEN
2019-12-01,ODD ONE OUT,300828740,Coat jacket onepiece_BR,ODDONEOUT,ODDONEOUT / KOREA,nan,KOREA,(1) COTTON 60% RAYON 40%,(1) COTTON 60% RAYON 40%,nan,"159,000",COAT,0,WOMEN
2019-12-01,ODD ONE OUT,300828736,Coat jacket onepiece_BK,ODDONEOUT,ODDONEOUT / KOREA,nan,KOREA,(1) COTTON 60% RAYON 40%,(1) COTTON 60% RAYON 40%,nan,"159,000",COAT,0,WOMEN
2019-12-01,ODD ONE OUT,300828804,SEE through layered top SET_pink,ODDONEOUT,ODDONEOUT / KOREA,nan,KOREA,(1) LAMBSWOOL 100%,(1) LAMBSWOOL 100%,nan,"82,000",LONG-SLEEVE TEE,0,WOMEN
2019-12-01,ODD ONE OUT,300828759,Colored sewing string top_pink,ODDONEOUT,ODDONEOUT / KOREA,nan,KOREA,(1) POLYESTER 75% RAYON 20 SPAN 5%,(1) POLYESTER 75% RAYON 20 SPAN 5%,nan,"52,000",PULLOVER,0,WOMEN
2019-12-01,ODD ONE OUT,300828772,Patch work knit crop_white,ODDONEOUT,ODDONEOUT / KOREA,nan,KOREA,(1) ARCRYLIC 100%(2) POLYESTER 75% RAYON 20 SPAN 5%,(1) ARCRYLIC 100%                (2) POLYESTER 75% RAYON 20 SPAN 5%,nan,"63,000",PULLOVER,0,WOMEN
2017-05-15,O!Oi X DIAGONAL,300323921,OFF-SHOULDER SMOCKING ONE-PIECE (beige),DIAGONAL X OIOI,DIAGONAL X OIOI / KOREA,nan,KOREA,polyester 100%,polyester 100%,"75,600","108,000",MAXIS,0,WOMEN
2019-11-01,OIAUER,300793364,Herringbone Wool Long Coat in Brown (WS9Y30MG1D),삼성물산 패션부문,삼성물산 패션부문 / KOREA,nan,KOREA,"겉감 모 100%,안감 폴리에스터 100%","겉감 모 100%,안감 폴리에스터 100%",nan,"399,000",COAT,0,WOMEN
2017-05-15,O!Oi X DIAGONAL,300323923,OFF-SHOULDER SMOCKING ONE-PIECE (navy),DIAGONAL X OIOI,DIAGONAL X OIOI / KOREA,nan,KOREA,polyester 100%,polyester 100%,"75,600","108,000",MAXIS,0,WOMEN
2017-05-15,O!Oi X DIAGONAL,300323924,FRILL CROP T-SHIRTS (white),DIAGONAL X OIOI,DIAGONAL X OIOI / KOREA,nan,KOREA,"MODAL94%, PU6%","MODAL94%, PU6%","41,300","59,000",SHORT-SLEEVE TEE,0,WOMEN
2019-09-01,ojos,300833912,WOOL BELT PANTS- CHARCOAL,ojos,ojos / KOREA,nan,KOREA,Wool 50% Polyester 50%,Wool 50% Polyester 50%,"62,400","78,000",WIDE LEG,0,WOMEN
2019-09-01,ojos,300833845,STAIR SKIRT,ojos,ojos / KOREA,nan,KOREA,Polyester 65% Rayon 32% Polyurethan 3%,Polyester 65% Rayon 32% Polyurethan 3%,"54,400","68,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2019-09-01,ojos,300833900,ROY PANTS- BLACK,ojos,ojos / KOREA,nan,KOREA,Cotton 97% Span 3%,Cotton 97% Span 3%,"46,400","58,000",SKINNY,0,WOMEN
2019-09-01,ojos,300833928,GENERAL COAT- BEIGE,ojos,ojos / KOREA,nan,KOREA,Wool 50% Polyester 50%,Wool 50% Polyester 50%,"118,400","148,000",COAT,0,WOMEN
2019-09-01,ojos,300833932,GENERAL COAT- BLACK,ojos,ojos / KOREA,nan,KOREA,Wool 50% Polyester 50%,Wool 50% Polyester 50%,"118,400","148,000",COAT,0,WOMEN
2019-11-01,Ojodel.P,300787718,Raccoon Sweater Dress,오조델피(Ojodel.P),오조델피(Ojodel.P) / KOREA,nan,KOREA,"Raccoon 30% Merino Wool 30%, Polyamide 40%","Raccoon 30% Merino Wool 30%, Polyamide 40%","207,200","259,000",MAXIS,0,WOMEN
2019-11-01,Ojodel.P,300787593,Overfit Single Coat,오조델피(Ojodel.P),오조델피(Ojodel.P) / KOREA,nan,KOREA,"Angora30%, Wool70%","Angora30%, Wool70%","367,200","459,000",COAT,0,WOMEN
2019-09-16,Ojodel.P,300743992,Wool Wide Pants(Camel),오조델피(Ojodel.P),오조델피(Ojodel.P) / KOREA,nan,KOREA,Wool100%,Wool100%,"151,200","189,000",WIDE LEG,0,WOMEN
2019-09-01,OPENENND,300739953,Structures Round-silhouette Wide Pants,openennd,openennd / KOREA,nan,KOREA,WOOL 100 %,WOOL 100 %,nan,"218,000",WIDE LEG,0,WOMEN
2019-09-01,OPENENND,300739786,Flare Mini-dress,openennd,openennd / KOREA,nan,KOREA,POLYESTER 100 %,POLYESTER 100 %,nan,"158,000",MINIS,0,WOMEN
2019-09-01,OPENENND,300785491,Structured Round-sleeve Cashmere Coat_ BLACK,openennd,openennd / KOREA,nan,KOREA,"WOOL90%, CASHMERE 10 % LINING : POLYESTER 100 %","WOOL  90%, CASHMERE 10 % LINING : POLYESTER 100 %",nan,"528,000",COAT,0,WOMEN
2019-09-01,OPENENND,300740041,Wool-tencel Gather Long Skirt - BLACK,openennd,openennd / KOREA,nan,KOREA,"TENCEL 64%,WOOL 27%,SPAN 9%","TENCEL 64%,WOOL 27%,SPAN 9%",nan,"88,000",LONG SKIRT,0,WOMEN
2019-05-01,ONNE,300686033,NEUTRAL NEON Over Fit T-Shirt Blue,ONNE,ONNE / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"61,200","68,000",SHORT-SLEEVE TEE,0,WOMEN
2019-11-01,ONNE,300792452,Slim Logo Turtleneck Lime,ONNE,ONNE / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"61,200","68,000",TURTLE-NECK,0,WOMEN
2018-11-01,OPEN PLAN,300563159,PERHAPS VELVET DRESS,투데이브랜드,투데이브랜드 / KOREA,nan,KOREA,"polyester 95, span 5","polyester 95, span 5",nan,"54,000",MINIS,0,WOMEN
2018-11-01,OPEN PLAN,300566898,ANTENNA CHECK SKIRT,투데이브랜드,투데이브랜드 / KOREA,nan,KOREA,acrylic 100,acrylic 100,"32,000","64,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2018-11-01,OPEN PLAN,300563481,ASWAN SKIRT,투데이브랜드,투데이브랜드 / KOREA,nan,KOREA,"acrylic 96, wool 2, polyester 2, polyester 100","acrylic 96, wool 2, polyester 2, polyester 100","34,500","69,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2018-11-01,OPEN PLAN,300563483,CALI DRESS,투데이브랜드,투데이브랜드 / KOREA,nan,KOREA,"rayon 95, polyester 32, polyurethane 3","rayon 95, polyester 32, polyurethane 3",nan,"69,000",MAXIS,0,WOMEN
2018-11-01,OPEN PLAN,300563606,RENO SKIRT,투데이브랜드,투데이브랜드 / KOREA,nan,KOREA,"rayon 95, polyester 32, polyurethane 3","rayon 95, polyester 32, polyurethane 3","19,500","39,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2019-11-01,ORDINARY PEOPLE,300522314,color-texure mixed navy&black sweater,ordinary people,ordinary people / KOREA,nan,KOREA,wool 30% acrliyc 70%,wool 30% acrliyc 70%,"142,200","158,000",PULLOVER,0,MEN
2019-11-01,OoH-AHh!,300818596,TAPE BLACK JEAN,OoH-AHh!,OoH-AHh! / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,nan,"79,000",BOY FRIEND,0,WOMEN
2019-05-26,orostudios,300678968,COMBI OPS,orostudios,orostudios / KOREA,nan,KOREA,면65% 모달35%,면65% 모달35%,nan,"89,500",MAXIS,0,WOMEN
2019-09-01,OoH-AHh!,300741312,DENIM TAPE SHIRT (DEEP DENIM),OOHAHH,OOHAHH / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"75,650","89,000",SHIRTS,0,WOMEN
2019-05-26,orostudios,300678971,EASY PANTS,orostudios,orostudios / KOREA,nan,KOREA,면64%나일론36%,면64%나일론36%,nan,"82,000",MAXIS,0,WOMEN
2019-05-26,orostudios,300680119,STRIPE OPS,orostudios,orostudios / KOREA,nan,KOREA,폴리에스터78%면22%,폴리에스터78%면22%,nan,"98,000",MAXIS,0,WOMEN
2019-06-01,orostudios,300685411,bustier ops,orostudios,orostudios / KOREA,nan,KOREA,폴리에스터85%면15%,폴리에스터85%면15%,nan,"117,000",MAXIS,0,WOMEN
2019-03-21,OSEE,300715960,러플 스트라이프 리본 블라우스,OSEE,OSEE / KOREA,nan,KOREA,C35/P65,C35/P65,"97,200","108,000",BLOUSE,0,WOMEN
2018-10-30,OSEE,300552003,마이 블랙 프릴 원피스,OSEE,OSEE / KOREA,nan,KOREA,spandex 5% / viscose 30% / polyester 60%,spandex 5% / viscose 30% / polyester 60%,"95,200","119,000",MINIS,0,WOMEN
2019-09-03,ouie,300737038,ouie114 Overfit bold stripe shirts (skyblue),OUIE,OUIE / KOREA,nan,KOREA,Polyester 100%,Polyester 100%,"50,700","78,000",SHIRTS,0,WOMEN
2019-09-03,ouie,300737035,ouie111 Point button collar knit (skyblue),OUIE,OUIE / KOREA,nan,KOREA,Polyester 100%,Polyester 100%,"37,800","63,000",PULLOVER,0,WOMEN
2019-10-18,ouie,300775519,ouie156 Half neck balloon knit (black),OUIE,OUIE / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"49,600","62,000",TURTLE-NECK,0,WOMEN
2019-10-18,ouie,300775514,ouie155 Half neck balloon knit (camel),OUIE,OUIE / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"49,600","62,000",TURTLE-NECK,0,WOMEN
2019-10-29,ourcomos,300785206,comos`257 henry neck button kint (navy),ourcomos,ourcomos / KOREA,nan,KOREA,"nylon 40% , raccoon 30% , wool 30%","nylon 40% , raccoon 30% , wool 30%","77,400","86,000",PULLOVER,0,WOMEN
2019-09-03,ouie,300737040,ouie116 Standard logo shirts (white),OUIE,OUIE / KOREA,nan,KOREA,"WHITE , SKY BLUE - Cotton 65% Polyester 35%","WHITE , SKY BLUE - Cotton 65% Polyester 35%","59,800","92,000",SHIRTS,0,WOMEN
2019-12-05,ourcomos,300825924, comos'298 unbalance high-neck blouse (beige),OURCOMOS,OURCOMOS / KOREA,nan,KOREA,polyester 100%,polyester 100%,"71,250","75,000",BLOUSE,0,WOMEN
2019-12-05,ourcomos,300825878,comos'283 straight corduroy pants (ivory),OURCOMOS,OURCOMOS / KOREA,nan,KOREA,cotton 100%,cotton 100%,"58,500","65,000",STRAIGHT,0,WOMEN
2019-08-01,ourcomos,300727662,comos'243 one-button leather  shot jacket (black),OURCOMOS,OURCOMOS / KOREA,nan,KOREA,"(겉감) polyurethane 100% ,(배색) rayone 60% ,polyester 40% , (안감) polyester 100%","(겉감) polyurethane 100% ,  (배색) rayone 60% ,  polyester 40% , (안감) polyester 100%","124,200","138,000",JACKET,0,WOMEN
2019-08-31,OUTSHELL,300761568,loosefit double trench coat - grey,OUTSHELL,OUTSHELL / KOREA,nan,KOREA,"cotton 61, nylon 39","cotton 61, nylon 39","141,000","235,000",COAT,0,WOMEN
2019-10-02,outx.o,300763315,coduroy shirring blouse ivory,outx.o,outx.o / KOREA,nan,KOREA,cotton 98% polyurethane 2%,cotton 98% polyurethane 2%,"63,200","79,000",BLOUSE,0,WOMEN
2019-10-02,outx.o,300763262,maren frill blouse ivory,outx.o,outx.o / KOREA,nan,KOREA,cotton 100,cotton 100,"103,200","129,000",BLOUSE,0,WOMEN
2019-01-02,OVERCAST,300604595,26 Athletic Sweatshirt,원풍물산(주),원풍물산(주) / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"83,600","88,000",LONG-SLEEVE TEE,0,MEN
2018-09-01,overdueflair ,300529493,wool tailored blazer_olive green,비기닝리테일 주식회사,비기닝리테일 주식회사 / KOREA,nan,KOREA,wool 100%,wool 100%,nan,"298,000",JACKET,0,WOMEN
2019-01-02,OVERCAST,300603264,Soul Clap Sweatshirt,원풍물산(주),원풍물산(주) / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"83,600","88,000",LONG-SLEEVE TEE,0,MEN
2019-07-01,overdueflair ,300769346,Wool tailored blazer_Carmel,(주)비기닝리테일,(주)비기닝리테일 / KOREA,nan,KOREA,wool 100%,wool 100%,nan,"298,000",JACKET,0,WOMEN
2018-12-01,overdueflair ,300576443,of logo hoodie top_light melange grey,비기닝리테일 주식회사,비기닝리테일 주식회사 / KOREA,nan,KOREA,cotton 79% + poly 21%,cotton 79% + poly 21%,nan,"189,000",HOODIES,0,WOMEN
2018-12-01,overdueflair ,300576588,two piece dress_ink navy,비기닝리테일 주식회사,비기닝리테일 주식회사 / KOREA,nan,KOREA,poly 100%,poly 100%,nan,"198,000",MAXIS,0,WOMEN
2019-07-01,overdueflair ,300769261,Vintage crop jacket_Lavender,(주)비기닝리테일,(주)비기닝리테일 / KOREA,nan,KOREA,wool 90%nylon 10%,wool 90%  nylon 10%,nan,"368,000",JACKET,0,WOMEN
2019-10-02,outx.o,300763383,adel long fur brown,outx.o,outx.o / KOREA,nan,KOREA,poly 100%,poly 100%,"139,300","199,000",COAT,0,WOMEN
2019-10-02,outx.o,300763354,twotone high neck onepiece black,outx.o,outx.o / KOREA,nan,KOREA,polyester 60% rayon 35% span 5%,polyester 60% rayon 35% span 5%,"71,200","89,000",MINIS,0,WOMEN
2019-10-02,outx.o,300763388,adel long fur ivory,outx.o,outx.o / KOREA,nan,KOREA,polyester 100%,polyester 100%,"139,300","199,000",COAT,0,WOMEN
2019-11-01,O'V,300811988,NEUTRE DRESS_CR,오브,오브 / KOREA,nan,KOREA,TENCEL 100,TENCEL 100,"152,100","169,000",MAXIS,0,WOMEN
2019-11-01,O'V,300811987,NEUTRE DRESS_NA,오브,오브 / KOREA,nan,KOREA,POLYESTER 100,POLYESTER 100,"152,100","169,000",MAXIS,0,WOMEN
2019-11-01,O'V,300812002,HEPBURN BLOUSE_DOT,오브,오브 / KOREA,nan,KOREA,POLYESTER 100,POLYESTER 100,"82,800","92,000",BLOUSE,0,WOMEN
2019-11-01,O'V,300812005,TIMELESS BLOUSE_BK,오브,오브 / KOREA,nan,KOREA,WOOL 60 NYLON 40,WOOL 60 NYLON 40,"98,100","109,000",BLOUSE,0,WOMEN
2019-10-10,PANDORA.FIT,300775769,[slim.fit] cozy noir.pdf,(주)손손컴퍼니,(주)손손컴퍼니 / KOREA,nan,KOREA,"cotton98%, span2%","cotton98%, span2%",nan,"57,000",SKINNY,0,WOMEN
2018-09-01,PANDORA.FIT,300561547,[bootscut.fit] slit awesomeline.pdf,(주)손손컴퍼니,(주)손손컴퍼니 / KOREA,nan,KOREA,cotton97% span3%,cotton97% span3%,nan,"56,000",BOOTCUT,0,WOMEN
2019-10-10,PANDORA.FIT,300775775,[slim.fit] cozy natural.pdf,(주)손손컴퍼니,(주)손손컴퍼니 / KOREA,nan,KOREA,"cotton98%, span2%","cotton98%, span2%",nan,"57,000",SKINNY,0,WOMEN
2019-10-10,PANDORA.FIT,300775759,[straight.fit] powder cream.pdf,(주)손손컴퍼니,(주)손손컴퍼니 / KOREA,nan,KOREA,"cotton98%, span2%","cotton98%, span2%",nan,"56,000",STRAIGHT,0,WOMEN
2017-07-12,PAINTERLY,300347781,BACK BUTTON LINEN SHIRT,PAINTERLY,PAINTERLY / KOREA,nan,KOREA,LINEN 76% COTTON 24%,LINEN 76% COTTON 24%,"48,400","88,000",BLOUSE,0,WOMEN
2018-10-01,PART OF UNIVERSE,300553260,Button Back Shirt Dress,PART OF UNIVERSE,PART OF UNIVERSE / KOREA,nan,KOREA,면 100%,면 100%,nan,"230,000",MINIS,0,WOMEN
2019-10-01,PART OF UNIVERSE,300770963,HALF & HALF SHIRTS (LIME) ,PART OF UNIVERSE,PART OF UNIVERSE / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,nan,"178,000",SHIRTS,0,WOMEN
2017-03-24,PAINTERLY,300342212,LOVE ME DRESS,PAINTERLY,PAINTERLY / KOREA,nan,KOREA,"TENCEL 96%, SPAN 4%","TENCEL 96%, SPAN 4%","188,100","198,000",MAXIS,0,WOMEN
2017-05-30,PAINTERLY,300342211,DRAPING DRESS,PAINTERLY,PAINTERLY / KOREA,nan,KOREA,"MODAL 60%, RAYON 35%, ELASTIN 5%","MODAL 60%, RAYON 35%, ELASTIN 5%","188,100","198,000",MAXIS,0,WOMEN
2019-12-10,PAIN OR PLEASURE,300827769,OUT POCKET BELTED COAT black,PAIN OR PLEASURE,PAIN OR PLEASURE / KOREA,nan,KOREA,"WOOL 90%, NYLON 10%","WOOL 90%, NYLON 10%","283,100","298,000",COAT,0,WOMEN
2019-12-20,PAIN OR PLEASURE,300827865,2WAY SLIP MINI ONEPIECE purple,PAIN OR PLEASURE,PAIN OR PLEASURE / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"128,250","135,000",MINIS,0,WOMEN
2019-12-13,PAIN OR PLEASURE,300827786,REVERSIBLE LEATHER FUR COAT brown,PAIN OR PLEASURE,PAIN OR PLEASURE / KOREA,nan,KOREA,"POLYURETHANE100, POLYESTER100","POLYURETHANE100, POLYESTER100","265,050","279,000",COAT,0,WOMEN
2019-12-13,PAIN OR PLEASURE,300827780,REVERSIBLE LEATHER FUR COAT black ,PAIN OR PLESURE,PAIN OR PLESURE / KOREA,nan,KOREA,"POLYURETHANE100, POLYESTER100","POLYURETHANE100, POLYESTER100","265,050","279,000",COAT,0,WOMEN
2019-05-03,PAIN OR PLEASURE,300575580,HOOK AND EYE ONEPIECE black denim,PAIN OR PLEASURE,PAIN OR PLEASURE / KOREA,nan,KOREA,"COTTON 97, POLYURETHANE 3","COTTON 97, POLYURETHANE 3","113,050","119,000",MINIS,0,WOMEN
2019-11-01,PARTIMENTO,300790074,80/20 Duck Down Multiple Padding Khaki Green,파르티멘토,파르티멘토 / CHINA,nan,CHINA,Duck Down : 80/20,Duck Down : 80/20,"106,200","236,000",PADDING,0,MEN
2018-08-31,perla,300524880,Shirts Dress (Stripe) ,페를라(perla),페를라(perla) / KOREA,nan,KOREA,50%Cotton 35%Rayon 15%Poly,50%Cotton 35%Rayon 15%Poly,"109,000","218,000",MINIS,0,WOMEN
2018-08-31,perla,300524881,Square-neck Flare Dress (D/Navy) ,페를라(perla),페를라(perla) / KOREA,nan,KOREA,Poly70% Cotton 28% Span2%,Poly70% Cotton 28% Span2%,"138,600","198,000",MINIS,0,WOMEN
2018-08-31,perla,300524882,Boat-neck Dress ,페를라(perla),페를라(perla) / KOREA,nan,KOREA,Poly 91% Span9%,Poly 91% Span9%,"159,600","168,000",MINIS,0,WOMEN
2019-09-20,PHILOCALY,300750726,Cloud blouse_cream,PHILOCALY,PHILOCALY / KOREA,nan,KOREA,polyester95 span5,polyester95 span5,"43,400","62,000",BLOUSE,0,WOMEN
2019-06-01,PHILOCALY,300693589,Check with ribbon dress,PHILOCALY,PHILOCALY / KOREA,nan,KOREA,"cotton,nylon,span","cotton,nylon,span","79,200","88,000",MAXIS,0,WOMEN
2018-09-01,PENFIELD,300522378,여성 빅로고 레깅스 FJ4KP82F,(주)AIOLI,(주)AIOLI / CHINA,nan,CHINA,"겉감-폴리에스터88%, 폴리우레탄12%","겉감-폴리에스터88%, 폴리우레탄12%","48,300","69,000",LEGGINGS,0,WOMEN
2019-09-26,PHILOCALY,300750744,Lined knit hoody_navy,PHILOCALY,PHILOCALY / KOREA,nan,KOREA,"wool10,acrylic90","wool10,acrylic90","40,800","68,000",HOODIES,0,WOMEN
2019-10-30,PIANARI,300840992,gingham check blazer,PIANARI,PIANARI / KOREA,nan,KOREA,"Wool 20 , Poly 80","Wool 20 , Poly 80",nan,"248,000",JACKET,0,WOMEN
2019-10-31,PIANARI,300846163,Deconstructed skirt,PIANARI,PIANARI / KOREA,nan,KOREA,polyester100,polyester100,nan,"350,000",LONG SKIRT,0,WOMEN
