birth,brand,code,explain,firm_import,firm_madein,image_link,made_in,material,material2,now_price,origin_price,product,star_score,target
2019-09-27,FAN YOUNG,300764158,Premium Crop Top(Black finished),바농스튜디오,바농스튜디오 / KOREA,nan,KOREA,Polyester 85% + Spandex 15%,Polyester 85% + Spandex 15%,nan,"128,000",LONG-SLEEVE TEE,0,WOMEN
2019-09-26,FAN YOUNG,300763741,Belted Crop Sweatshirt(Turquoise),바농스튜디오,바농스튜디오 / KOREA,nan,KOREA,cotton 100%,cotton 100%,nan,"158,000",LONG-SLEEVE TEE,0,WOMEN
2017-06-01,FAS Sweden,300342821,LEA MAXI DRESS,빅터서울 / VICTORSEOUL,빅터서울 / VICTORSEOUL / Romania,nan,Romania,95% Viscose 5% Elastane,95% Viscose 5% Elastane,"154,700","221,000",MAXIS,0,WOMEN
2019-09-26,FAN YOUNG,300764164,Premium Crop Top(White finished),바농스튜디오,바농스튜디오 / KOREA,nan,KOREA,Polyester 85% + Spandex 15%,Polyester 85% + Spandex 15%,nan,"128,000",LONG-SLEEVE TEE,0,WOMEN
2019-09-24,FAN YOUNG,300764170,Zip Slit Long Coat,바농스튜디오,바농스튜디오 / KOREA,nan,KOREA,Wool 70% + Polyeseter 30%,Wool 70% + Polyeseter 30%,"316,800","528,000",COAT,0,WOMEN
2019-10-01,fadeiin,300779087,AW19 GATHERED V-NECK DRAWSTRING DRESS,페이딘,페이딘 / KOREA,nan,KOREA,Wool 92% / Nylon 6% / Polyurethane 2%,Wool 92% / Nylon 6% / Polyurethane 2%,nan,"285,000",MAXIS,0,WOMEN
2019-10-01,fadeiin,300779125,AW19 COWL TURTLENECK WOOL DRESS (OATMEAL),페이딘,페이딘 / KOREA,nan,KOREA,Wool 98% / Polyurethane 2%,Wool 98% / Polyurethane 2%,nan,"285,000",MAXIS,0,WOMEN
2019-10-01,fadeiin,300779399,AW19 BELTED SLIT WOOL SKIRT (BLACK),페이딘,페이딘 / KOREA,nan,KOREA,Wool 90% / Nylon 7% / Polyurethane 3%,Wool 90% / Nylon 7% / Polyurethane 3%,nan,"198,000",LONG SKIRT,0,WOMEN
2019-10-01,fadeiin,300779414,AW19 BELTED SLIT WOOL SKIRT (KHAKI GREY),페이딘,페이딘 / KOREA,nan,KOREA,Wool 90% / Nylon 7% / Polyurethane 3%,Wool 90% / Nylon 7% / Polyurethane 3%,nan,"198,000",LONG SKIRT,0,WOMEN
2019-10-01,fadeiin,300779104,AW19 COWL TURTLENECK WOOL DRESS (BURNT ORANGE),페이딘,페이딘 / KOREA,nan,KOREA,Wool 98% / Polyurethane 2%,Wool 98% / Polyurethane 2%,nan,"285,000",MAXIS,0,WOMEN
2019-05-22,ETCH,300676383,FRILLED LEO BLOUSE (SKY),에취(ETCH),에취(ETCH) / KOREA,nan,KOREA,Shell-Rayon 100%,Shell-Rayon 100%,"142,400","178,000",BLOUSE,0,WOMEN
2019-05-01,EVANLAFORET,300843413,EVAN SQUARE NECK T-SHIRTS BLACK,EVAN LAFORET,EVAN LAFORET / KOREA,nan,KOREA,COTTON 95% SPAN 5%,COTTON 95% SPAN 5%,nan,"42,000",LONG-SLEEVE TEE,0,WOMEN
2019-06-01,EVANCHRIS,300726752,스플릿 블랙 모노키니,에반크리스,에반크리스 / KOREA,nan,KOREA,"트리코트, 라이크라","트리코트, 라이크라","38,500","77,000",원피스,0,LIFE
2019-06-01,EVANCHRIS,300726749,슬리브 쿠션 러플 모노키니,에반크리스,에반크리스 / KOREA,nan,KOREA,"트리코트, 라이크라","트리코트, 라이크라","37,500","75,000",원피스,0,LIFE
2019-06-01,EVANCHRIS,300726698,쿠션 캡 러플 모노키니 와인,에반크리스,에반크리스 / KOREA,nan,KOREA,"나일론 84%, 폴리우레탄 16%","나일론 84%, 폴리우레탄 16%","37,500","75,000",원피스,0,LIFE
2017-04-01,FACTORIAL LABEL,300318630,STRAIGHT-LEG TROUSERS WHITE,FACTORIAL LABEL,FACTORIAL LABEL / KOREA,nan,KOREA,POLYESTER 96 SPAN 4 / POLYESTER 96 POLYURETHANE 4,POLYESTER 96 SPAN 4 / POLYESTER 96 POLYURETHANE 4,"84,000","168,000",STRAIGHT,0,WOMEN
2016-11-01,FACTORIAL LABEL,300274905,BELTED MINI SKIRT WINE,FACTORIAL LABEL,FACTORIAL LABEL / KOREA,nan,KOREA,POLYURETHANE 100% / POLYESTER 100%,POLYURETHANE 100% / POLYESTER 100%,"118,800","198,000",MINI SKIRT,0,WOMEN
2017-09-01,F_by_IHM,300376990,Lambswool Knit Charcoal,F_by_IHM,F_by_IHM / KOREA,nan,KOREA,lambswool 80% acrylic 20%,lambswool 80% acrylic 20%,"29,700","99,000",PULLOVER,0,WOMEN
2017-11-01,FACTORIAL LABEL,300400722,PUFF SHOULDER BLOUSE BLACK,FACTORIAL LABEL,FACTORIAL LABEL / KOREA,nan,KOREA,POLYESTER 100,POLYESTER 100,"122,200","188,000",BLOUSE,0,WOMEN
2018-05-01,F.ILLUMINATE,300464555,UNISEX Striking Raglan Tee-Black,필루미네이트,필루미네이트 / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"19,800","33,000",SHORT-SLEEVE TEE,0,MEN
2018-06-22,F.ILLUMINATE,300486420,UNISEX Comet Stripe Shirt-Beige,필루미네이트,필루미네이트 / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"25,800","43,000",SHORT-SLEEVE SHIRTS,0,MEN
2018-06-15,F.ILLUMINATE,300484093,UNISEX Lean Logo Tee-Orange,필루미네이트,필루미네이트 / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"17,400","29,000",SHORT-SLEEVE TEE,0,MEN
2018-04-20,F.ILLUMINATE,300458335,UNISEX Black Point Logo Tee-Green,필루미네이트,필루미네이트 / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"19,900","33,000",SHORT-SLEEVE TEE,0,MEN
2017-09-01,F_by_IHM,300377016,IHM X MUSED Ivory Cardigan,F_by_IHM,F_by_IHM / KOREA,nan,KOREA,lambswool 80% acrylic 20%,lambswool 80% acrylic 20%,"41,700","139,000",CARDIGAN,0,WOMEN
2018-05-01,F.ILLUMINATE,300468582,UNISEX Back Point Open Collar Shirt-Mustard,필루미네이트,필루미네이트 / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"29,400","49,000",SHORT-SLEEVE SHIRTS,0,MEN
2018-07-01,F_by_IHM,300494228,Slogan Solid T-shirts Yellow,i hate monday,i hate monday / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"14,500","29,000",SHORT-SLEEVE TEE,0,WOMEN
2017-11-01,FACTORIAL LABEL,300400726,DETACHABLE COLLAR MINI DRESS BLACK,FACTORIAL LABEL,FACTORIAL LABEL / KOREA,nan,KOREA,POLYESTER 100% / POLYESTER 96% POLYURETHANE 4%,POLYESTER 100% / POLYESTER 96% POLYURETHANE 4%,"124,000","248,000",MINIS,0,WOMEN
2019-04-01,FACTORIAL LABEL,300318655,RUFFLED SLEEVE BLOUSE WHITE,FACTORIAL LABEL,FACTORIAL LABEL / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"129,000","215,000",BLOUSE,0,WOMEN
2019-11-01,ETMON ,300793523,"Bell Sleeve Turtleneck, Beige",에트몽(ETMON),에트몽(ETMON) / KOREA,nan,KOREA,"POLYESTER56%, WOOL14%, COTTON14%, TENCEL9%, SPAN7%","POLYESTER56%, WOOL14%, COTTON14%, TENCEL9%, SPAN7%","39,600","44,000",LONG-SLEEVE TEE,0,WOMEN
2019-11-01,ETMON ,300793677,"Slit Frill Dress, BK_Black",에트몽(ETMON),에트몽(ETMON) / KOREA,nan,KOREA,겉감 POLYESTER100% 배색 POLYESTER100% 안감 POLYESTER100%,겉감 POLYESTER100% 배색 POLYESTER100% 안감 POLYESTER100%,"189,000","210,000",MAXIS,0,WOMEN
2018-07-01,F_by_IHM,300494229,Slogan Solid T-shirts Blue,i hate monday,i hate monday / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"14,500","29,000",SHORT-SLEEVE TEE,0,WOMEN
2019-09-01,Extraordinary,300745249,WIDE REVERSIBLE CREW PURPLE,지펑션(Z-Function),지펑션(Z-Function) / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"85,000",LONG-SLEEVE TEE,0,MEN
2019-09-01,Extraordinary,300745251,WIDE REVERSIBLE CREW PEACH,지펑션(Z-Function),지펑션(Z-Function) / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"85,000",LONG-SLEEVE TEE,0,MEN
2019-11-01,Extraordinary,300791973,B.S.C HEAVY HOOD,지펑션(Z-Function),지펑션(Z-Function) / KOREA,nan,KOREA,100% 헤비웨이트 코튼,100% 헤비웨이트 코튼,"76,300","109,000",HOODIE,0,MEN
2019-09-01,Exyai.w,300816717,Over Puff MTM_beige,exyai,exyai / KOREA,nan,KOREA,cotton modal 75 polyester 25,cotton modal 75 polyester 25,nan,"57,000",LONG-SLEEVE TEE,0,WOMEN
2019-11-01,Extraordinary,300792002,B.S.C HEAVY HOOD,지펑션(Z-Function),지펑션(Z-Function) / KOREA,nan,KOREA,100% 헤비웨이트 코튼,100% 헤비웨이트 코튼,"76,300","109,000",HOODIE,0,MEN
2019-09-01,Exyai.w,300816725,Pocket Puff MTM_black,exyai,exyai / KOREA,nan,KOREA,cotton modal 75 polyester 25,cotton modal 75 polyester 25,nan,"57,000",LONG-SLEEVE TEE,0,WOMEN
2019-09-01,Extraordinary,300745248,WIDE MULTI HOOD,지펑션(Z-Function),지펑션(Z-Function) / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"99,000",HOODIE,0,MEN
2019-09-01,Exyai.w,300816723,Side Pocket MTM_black,exyai,exyai / KOREA,nan,KOREA,cotton modal 75 polyester 25,cotton modal 75 polyester 25,nan,"57,000",LONG-SLEEVE TEE,0,WOMEN
2019-11-01,E-um,300790718,당의 목폴라 (Dangwui turtle neck-Deep green),E-um,E-um / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,nan,"119,000",LONG-SLEEVE TEE,0,WOMEN
2019-11-01,ETMON ,300793336,"Shirring Long Dress, Blue",에트몽(ETMON),에트몽(ETMON) / KOREA,nan,KOREA,겉감 POLYESTER100% 안감 POLYESTER100%,겉감 POLYESTER100% 안감 POLYESTER100%,"197,100","219,000",MAXIS,0,WOMEN
2019-11-01,ETMON ,300810218,"Slit Frill Dress, BK_Blue",에트몽(ETMON),에트몽(ETMON) / KOREA,nan,KOREA,겉감 POLYESTER100% 배색 POLYESTER100% 안감 POLYESTER100%,겉감 POLYESTER100% 배색 POLYESTER100% 안감 POLYESTER100%,"189,000","210,000",MAXIS,0,WOMEN
2019-11-01,E-um,300790704,당의 목폴라 (Dangwui turtle neck-Beige),E-um,E-um / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,nan,"119,000",LONG-SLEEVE TEE,0,WOMEN
2018-10-01,Exyai.w,300816803,Crop String Hoodie,EXYAI,EXYAI / KOREA,nan,KOREA,Cotton 100,Cotton   100,nan,"87,000",HOODIES,0,WOMEN
2019-03-01,Exyai.w,300816795,Foil Lovexy T-Shirt,EXYAI,EXYAI / KOREA,nan,KOREA,Cotton 100,Cotton 100,nan,"57,000",SHORT-SLEEVE TEE,0,WOMEN
2019-10-01,E-um,300790527,Natural black skirts,E-um,E-um / KOREA,nan,KOREA,Polyester 68% rayon 29% span 3%,Polyester 68% rayon 29% span 3%,"90,300","129,000",LONG SKIRT,0,WOMEN
2019-08-01,E-um,300725172,Korea vest line shirts,E-um,E-um / KOREA,nan,KOREA,64% Tencel / 34% Cotten / 2% Polyurethane,64% Tencel / 34% Cotten / 2% Polyurethane,nan,"126,000",BLOUSE,0,WOMEN
2019-11-01,E-um,300790694,두루마기 원피스 코트 (Durumagi one piece coat-Deep brown),E-um,E-um / KOREA,nan,KOREA,"Wool 90 % , Cashmere10%","Wool 90 % , Cashmere10%","340,200","486,000",COAT,0,WOMEN
2019-06-21,EOTS ,300717687,NYLON TROUSERS BLACK,EOTS,EOTS / KOREA,nan,KOREA,100% NYLON,100% NYLON,nan,"109,000",SLACKS,0,MEN
2019-08-01,EOTS ,300717072,[주문제작] LEATHER BLAZER JACKET BLACK,EOTS,EOTS / KOREA,nan,KOREA,100% LAMBSKIN (양가죽),100% LAMBSKIN (양가죽),nan,"359,000",LEATHER,0,MEN
2017-11-27,ENZO BLUES,300400471,OVERSIZE LOGO HOODY (ORANGE),ENZO BLUES,ENZO BLUES / KOREA,nan,KOREA,"Cotton 60%, Poly 40%","Cotton 60%, Poly 40%","58,400","73,000",HOODIES,0,WOMEN
2019-05-27,ENZO BLUES,300679247,BOOTCUT DENIM PANTS (WHITE),ENZO BLUES,ENZO BLUES / KOREA,nan,KOREA,코튼 100%,코튼 100%,"76,300","109,000",BOOTCUT,0,WOMEN
2019-11-05,ENZO BLUES,300791789, FAUX FUR HOODED COAT (BLACK),엔조블루스,엔조블루스 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"153,300","219,000",COAT,0,WOMEN
2017-11-27,ENZO BLUES,300400472,OVERSIZE LOGO HOODY (BLACK),ENZO BLUES,ENZO BLUES / KOREA,nan,KOREA,"Cotton 60%, Poly 40%","Cotton 60%, Poly 40%","58,400","73,000",HOODIES,0,WOMEN
2019-10-01,EXPIRED GIRL,300777279,Velvet Flame Trackpants Black,125컴퍼니,125컴퍼니 / KOREA,nan,KOREA,Cotton 80 Polyester 20,Cotton 80 Polyester 20,nan,"65,000",SWEATPANTS,0,WOMEN
2019-09-01,EXPIRED GIRL,300777224,Velvet Flame Cropped Hoodie Zip-up Black,125컴퍼니,125컴퍼니 / KOREA,nan,KOREA,Cotton 80 Polyester 20,Cotton 80 Polyester 20,nan,"84,000",HOODIES,0,WOMEN
2020-01-17,EXPIRED GIRL,300850533,00s Angel Lace Sleeveless BLACK,125컴퍼니,125컴퍼니 / KOREA,nan,KOREA,Cotton 95 Span 5,Cotton 95 Span 5,nan,"42,000",SLEEVELESS TEE,0,WOMEN
2019-10-01,EXPIRED GIRL,300777291,Velvet Rhinestone Tube Top Black,125컴퍼니,125컴퍼니 / KOREA,nan,KOREA,Cotton 80 Polyester 20,Cotton 80 Polyester 20,nan,"22,000",SLEEVELESS TEE,0,WOMEN
2018-03-01,ESSENSI STUDIO,300433621,STRIPE RUGBY ONE PIECE YELLOW(ES1IMFT520A),에센시스튜디오,에센시스튜디오 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"69,000",MINIS,0,WOMEN
2016-11-01,ESSENSI STUDIO,300400167,EDGE CUTTED MEDIUM FLARED JEANS INDIGO(ES1GFFPA11C),ESSENSI STUDIO,ESSENSI STUDIO / KOREA,nan,KOREA,cotton 98% span 2%,cotton 98% span 2%,nan,"69,800",BOOTCUT,0,WOMEN
2016-11-01,ESSENSI STUDIO,300400164,EDGE CUTTED BLACK FLARED JEANS BLACK(ES1GFFPA10C),ESSENSI STUDIO,ESSENSI STUDIO / KOREA,nan,KOREA,cotton 99% span 1%,cotton 99% span 1%,nan,"69,800",BOOTCUT,0,WOMEN
2019-10-01,EXPIRED GIRL,300777254,Rhinestone Trackpants White,125컴퍼니,125컴퍼니 / KOREA,nan,KOREA,Cotton 80 Polyester 20,Cotton 80 Polyester 20,nan,"58,000",SWEATPANTS,0,WOMEN
2018-03-01,ESSENSI STUDIO,300433623,STRIPE RUGBY ONE PIECE PINK(ES1IMFT520A),에센시스튜디오,에센시스튜디오 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"69,000",MINIS,0,WOMEN
2017-11-27,ENZO BLUES,300400470,OVERSIZE LOGO HOODY (BLUE),ENZO BLUES,ENZO BLUES / KOREA,nan,KOREA,"Cotton 60%, Poly 40%","Cotton 60%, Poly 40%","58,400","73,000",HOODIES,0,WOMEN
2019-06-07,EOM,300688835,natural wrinkle dress_ivory ,스코프서울,스코프서울 / KOREA,nan,KOREA,하늘거리는 소재,하늘거리는 소재,"101,500","145,000",MAXIS,0,WOMEN
2019-06-07,EOM,300688837,natural wrinkle dress_navy,스코프서울,스코프서울 / KOREA,nan,KOREA,하늘거리는 소재,하늘거리는 소재,"101,500","145,000",MAXIS,0,WOMEN
2019-06-07,EOM,300688843,seersucker jane shirt dress,스코프서울,스코프서울 / KOREA,nan,KOREA,시어서커와 바스락거리는 코튼 소재,시어서커와 바스락거리는 코튼 소재,"115,500","165,000",MAXIS,0,WOMEN
2017-11-05,EOM,300394002,SOFT LONG DRESS_NAVY,이오엠,이오엠 / KOREA,nan,KOREA,"polyester 77%, rayon 18%, span 5%","polyester 77%, rayon 18%, span 5%","44,500","89,000",MAXIS,0,WOMEN
2019-10-21,emm,300784506,Belted Knit Cardigan Gray,emm,emm / KOREA,nan,KOREA,Wool 80 Nylon 20,Wool 80 Nylon 20,"123,250","145,000",CARDIGAN,0,WOMEN
2019-03-04,emm,300617803,Slit denim skirt Black,emm,emm / KOREA,nan,KOREA,cotton 100,cotton 100,"113,050","119,000",LONG SKIRT,0,WOMEN
2019-06-07,EOM,300688848,seersucker jane shirt dress_navy,스코프서울,스코프서울 / KOREA,nan,KOREA,시어서커와 바스락거리는 코튼 소재,시어서커와 바스락거리는 코튼 소재,"115,500","165,000",MAXIS,0,WOMEN
2019-10-21,emm,300784509,Cable Knit Charcoal,emm,emm / KOREA,nan,KOREA,Wool 15 Acrylic 85,Wool 15 Acrylic 85,"117,300","138,000",PULLOVER,0,WOMEN
2019-05-10,EN OR,300666084,BUTTON PULL OVER KNIT - GN,EN OR,EN OR / KOREA,nan,KOREA,"RAYON53%,ACRYLIC35%,NYLON12%","RAYON53%,ACRYLIC35%,NYLON12%",nan,"108,000",PULLOVER,0,WOMEN
2019-10-01,EN OR,300773249,WIDE ROLL UP JEAN - BL,EN OR,EN OR / KOREA,nan,KOREA,COTTON100%,COTTON100%,nan,"118,000",STRAIGHT,0,WOMEN
2019-10-21,emm,300784508,Belted Knit Cardigan Lavender,emm,emm / KOREA,nan,KOREA,Wool 80 Nylon 20,Wool 80 Nylon 20,"123,250","145,000",CARDIGAN,0,WOMEN
2019-09-30,Endot,300761878,Wool Cash Strap Jacket_Beige,Endot,Endot / KOREA,nan,KOREA,겉감 : Cashmere10 Wool88 Lycra2 안감 : polyester100,겉감 : Cashmere10 Wool88 Lycra2 안감 : polyester100,"163,800","273,000",JACKET,0,WOMEN
2019-08-01,EN OR,300725950,TAPING LAYERING ZIP-UP - NV,EN OR,EN OR / KOREA,nan,KOREA,"Cotton96%, Span4%","Cotton96%, Span4%","97,200","108,000",JUMPER,0,WOMEN
2019-09-30,Endot,300762365,Wool Alpaca Coat_Light Beige,Endot,Endot / KOREA,nan,KOREA,겉감 : Wool55 Baby Alpaca20 Silk5 Nylon20 안감 : Polyester100,겉감 : Wool55 Baby Alpaca20 Silk5 Nylon20 안감 : Polyester100,"295,000","590,000",COAT,0,WOMEN
2017-08-01,EN OR,300355224,WAIST LINE CONTROL OVER JACKET,EN OR,EN OR / KOREA,nan,KOREA,"POLYESTER 65% , RAYON 32% , POLYURETHANE 3%","POLYESTER 65% , RAYON 32% , POLYURETHANE 3%","178,200","198,000",JACKET,0,WOMEN
2019-08-02,Endot,300779495,Wool Blend Hooded Coat_Sky Blue,Endot,Endot / KOREA,nan,KOREA,겉감 : Wool90 Nylon10 안감 : Polyester100,겉감 : Wool90 Nylon10 안감 : Polyester100,"192,000","320,000",COAT,0,WOMEN
2019-08-20,ELLACONIC,300737132,스타 시스루 롱 슬리브 티셔츠 (베이지)(AW0112-001-10),다경,다경 / KOREA,nan,KOREA,폴리에스터88% 폴리우레탄 12%,폴리에스터88% 폴리우레탄 12%,"55,000","79,000",LONG-SLEEVE TEE,0,WOMEN
2019-11-07,EGYBOY,300794217,[UNISEX] 19FW LIVE VERY GOOD SWEATSHIRT PURPLE EGY78,주식회사 엔코드,주식회사 엔코드 / 영국외 국가 제조,nan,영국외 국가 제조,100% ORGANIC COTTON,100% ORGANIC COTTON,"147,000","265,000",LONG-SLEEVE TEE,0,WOMEN
2019-11-07,EGYBOY,300794218,[UNISEX] 19FW LIVE VERY GOOD SWEATSHIRT WHITE/BLACK EGY76,주식회사 엔코드,주식회사 엔코드 / 영국외 국가 제조,nan,영국외 국가 제조,100% ORGANIC COTTON,100% ORGANIC COTTON,"147,000","265,000",LONG-SLEEVE TEE,0,WOMEN
2019-11-07,EGYBOY,300794216,[UNISEX] 19FW BALANCEYOGA HOODIE BLACK EGY97,주식회사 엔코드,주식회사 엔코드 / 영국외 국가 제조,nan,영국외 국가 제조,100% ORGANIC COTTON,100% ORGANIC COTTON,"178,000","355,000",HOODIES,0,WOMEN
2019-11-07,EGYBOY,300794214,[UNISEX] 19FW BALANCEYOGA TSHIRT BLACK EGY5,주식회사 엔코드,주식회사 엔코드 / 영국외 국가 제조,nan,영국외 국가 제조,100% ORGANIC COTTON,100% ORGANIC COTTON,"73,000","129,000",SHORT-SLEEVE TEE,0,WOMEN
